                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                0.67789,                0.38148,                 0.8122,                 0.7706,                0.67691,                0.70809,                0.40829,                 1.5735,                0.91929,                 1.1819,             0.00048114,             0.00048114,             0.00048114
                     69,                0.65353,                0.36332,                0.80152,                0.75876,                 0.6605,                0.72296,                0.41289,                 1.5679,                0.94751,                 1.1845,               0.000467,               0.000467,               0.000467
                     70,                0.65875,                 0.3699,                0.81079,                0.72482,                0.66045,                0.67534,                0.39166,                 1.5983,                0.90975,                 1.1682,             0.00045285,             0.00045285,             0.00045285
                     71,                0.65228,                0.36577,                0.80978,                0.71998,                0.70355,                0.68487,                0.39228,                 1.5743,                0.96692,                  1.178,              0.0004387,              0.0004387,              0.0004387
                     72,                  0.663,                0.37657,                0.80954,                0.75767,                0.65686,                0.69974,                 0.4093,                 1.5662,                0.95166,                 1.1618,             0.00042456,             0.00042456,             0.00042456
                     73,                 0.6746,                0.37425,                0.81105,                0.68258,                0.74541,                0.71024,                0.40656,                 1.5397,                0.89487,                  1.147,             0.00041041,             0.00041041,             0.00041041
                     74,                0.63073,                0.35172,                0.80503,                0.72456,                0.69671,                0.71605,                0.41307,                 1.5357,                0.89737,                 1.1476,             0.00039626,             0.00039626,             0.00039626
                     75,                0.66707,                0.36285,                0.81152,                0.67834,                0.70024,                0.69385,                0.38926,                 1.5731,                0.95443,                 1.1543,             0.00038211,             0.00038211,             0.00038211
                     76,                0.66087,                0.36507,                0.80753,                 0.7047,                0.66053,                0.68724,                0.39645,                 1.5821,                0.93277,                 1.1646,             0.00036797,             0.00036797,             0.00036797
                     77,                0.67361,                0.36864,                0.80856,                0.76295,                0.67704,                 0.7126,                0.40058,                 1.5919,                0.91236,                 1.1708,             0.00035382,             0.00035382,             0.00035382
                     78,                0.66018,                0.36992,                0.81411,                0.72559,                0.64701,                0.68379,                0.38873,                 1.5588,                0.96061,                 1.1592,             0.00033967,             0.00033967,             0.00033967
                     79,                0.66366,                0.36652,                0.81708,                0.78997,                0.63715,                 0.6868,                0.39072,                 1.5639,                0.97095,                 1.1571,             0.00032553,             0.00032553,             0.00032553
                     80,                0.64273,                0.35813,                0.80791,                0.79395,                0.65664,                 0.7165,                0.40317,                 1.5741,                0.88245,                 1.1663,             0.00031138,             0.00031138,             0.00031138
                     81,                0.65588,                 0.3546,                0.80133,                0.72542,                0.70965,                0.73334,                0.41151,                  1.567,                 0.9042,                 1.1698,             0.00029723,             0.00029723,             0.00029723
                     82,                0.65948,                0.35719,                0.81376,                0.72342,                0.70053,                0.71137,                 0.4109,                 1.5513,                0.89665,                 1.1525,             0.00028308,             0.00028308,             0.00028308
                     83,                0.60459,                0.34085,                0.79769,                 0.7285,                0.69191,                0.69305,                0.41664,                 1.5475,                0.89937,                 1.1572,             0.00026894,             0.00026894,             0.00026894
                     84,                0.61315,                0.33849,                0.80205,                0.77386,                0.65008,                0.69909,                0.41601,                 1.5416,                0.91257,                 1.1517,             0.00025479,             0.00025479,             0.00025479
                     85,                0.60478,                0.33499,                0.80056,                0.71999,                0.64196,                 0.7003,                0.41397,                 1.5475,                0.91829,                 1.1627,             0.00024064,             0.00024064,             0.00024064
                     86,                0.62271,                0.34193,                0.80622,                0.76865,                0.65349,                 0.6949,                0.40303,                 1.5432,                0.89868,                 1.1635,              0.0002265,              0.0002265,              0.0002265
                     87,                0.63105,                0.34556,                0.80206,                0.78405,                0.66385,                0.71065,                0.39723,                 1.5489,                0.92824,                 1.1647,             0.00021235,             0.00021235,             0.00021235
